Longitude,Latitude,Hotel Name
"0,03886","51,50806", GB-Premier Travel Inn
"-0,15572","51,5142", GB-Savoy Court
"-0,18957","51,51356", GB-Phoenix
"-0,15014","51,51705", GB-Bentinck House Hotel
"-0,58435","51,46352", GB-Old Windsor
"-0,50107","51,99702", GB-Flitwick Manor
"-0,14693","51,50466", GB-Park Lane
"-0,17797","51,4172", GB-London - Wimbledon - South
"-0,16618","51,11691", GB-Three Bridges Lodge
"-0,16878","51,49622", GB-Franklin
"-0,17989","51,50006", GB-Gore
"-0,49944","51,94765", GB-Travelodge Toddington M1 Southbound
"-0,28317","51,53782", GB-Express By Holiday Inn
"-0,18151","51,4756", GB-London
"-0,17336","51,51618", GB-Dolphin Hotel
"0,25719","51,12604", GB-Swan
"-0,18173","51,14599", GB-Travelodge-London Gatwick
"-0,34582","51,53685", GB-Bridge
"0,03194","51,62556", GB-Express By Holiday Inn
"-0,19484","51,49206", GB-K&K Hotel George
"-0,18617","51,51107", GB-Berjaya Eden Hotel
"-0,14218","51,5173", GB-Langham
"-0,18073","51,51311", GB-Cordova House Hotel
"0,20094","51,58682", GB-Gidea Park Hotel
"-0,08909","51,474", GB-New Dome Hotel
"-0,38893","51,65102", GB-White House Hotel
"-0,1967","51,51027", GB-Abbey Court
"-0,05346","51,30899", GB-Wesleyan Hotel
"-0,14298","51,49126", GB-Surtees Hotel
"-0,10437","51,51208", GB-Crowne Plaza
"-0,1937","51,49262", GB-My Place Hotel
"-0,19318","51,25554", GB-Bridge House Hotel
"-0,28475","51,55257", GB-London Wembley
"0,26864","51,47741", GB-Formule 1 London Thurrock M25
"-0,18157","51,5127", GB-London House
"-0,00155","51,51186", GB-Travelodge London Dockland
"-0,18184","51,49481", GB-London - Kensington
"-0,17293","51,49748", GB-Gloucester
"-0,44699","51,19191", GB-Hurtwood Inn
"-0,14815","51,51729", GB-Jurys Clifton Ford Hotel & Health Club
"-0,12027","51,51596", GB-Kingsway Hall
"-0,09609","51,37551", GB-Jurys Inn Croydon
"-0,18377","51,13621", GB-London Gatwick
"0,27752","51,19627", GB-Rose And Crown Hotel
"-0,12015","51,51947", GB-Holborn
"-0,12512","51,51955", GB-Ruskin Hotel
"-0,18022","51,5477", GB-London - Swiss Cottage
"-0,3223","51,53313", GB-Premier Travel Inn
"-0,12968","51,51726", GB-Country Inns & Suites
"-0,2046","51,56338", GB-Garth Hotel
"-0,16469","51,36498", GB-Greyhound Hotel
"-0,19525","51,49546", GB-Amber Hotel
"0,01159","51,5132", GB-London - Royal Docks
"-0,44023","51,03821", GB-Billingshurst North
"-0,19698","51,25324", GB-Reigate Manor
"-0,12815","51,51774", GB-Radisson Edwardian Kenilworth
"-0,43753","51,4809", GB-Marriott Hotel-London Heathrow
"-0,25139","51,49276", GB-Chiswick Hotel
"-0,24971","51,49697", GB-Chiswick Court Hotel
"-0,14426","51,49314", GB-Comfort Inn
"-0,18557","51,49559", GB-Kensington Manor
"-0,10187","51,35448", GB-Hayesthorpe Hotel
"-0,14449","51,51235", GB-Imperial Hotel Tokyo
"-0,16023","51,514", GB-Thistle Marble Arch
"-0,44462","51,82854", GB-Holiday Inn
"-0,57294","51,92204", GB-Travelodge
"-0,26374","51,6292", GB-Days Inn London Gateway M1
"-0,072","51,51535", GB-Ibis London City
"-0,17284","51,51647", GB-St Georges Hotel
"-0,17355","51,16968", GB-Acorn Lodge Gatwick
"0,18624","51,57798", GB-Premier Travel Inn
"0,01738","51,47511", GB-Bardon Lodge
"-0,12291","51,51965", GB-Cosmo Bedford House Hotel
"-0,35277","51,81257", GB-Corus Hotel Harpenden
"-0,5951","51,50445", GB-Brambles Hotel
"-0,32547","51,73447", GB-Sopwell House
"-0,29832","51,45174", GB-Petersham
"0,02701","51,51002", GB-Quality
"-0,1769","51,61724", GB-Glenlyn Hotel
"-0,00941","51,48005", GB-Ibis London Greenwich
"-0,13822","51,50784", GB-De Vere Cavendish St James
"-0,25779","51,61764", GB-Emperors Gate
"-0,32155","51,53246", GB-Greenford
"-0,12537","51,52251", GB-Hotel Russell
"-0,17076","51,51632", GB-Classic Hotel
"0,19653","51,58327", GB-Repton Private Hotel
"-0,09003","51,36563", GB-South Park Hotel
"-0,14622","51,14344", GB-Premier Travel Inn Crawley
"-0,15921","51,51374", GB-Cumberland
"0,05115","51,4493", GB-Yardley Court
"-0,19487","51,49172", GB-Mayflower Hotel
"-0,21907","51,54791", GB-Star Hotel
"-0,42916","51,49373", GB-London Heathrow
"-0,18443","51,4908", GB-Swiss House Hotel
"-0,13826","51,50535", GB-Dukes
"-0,14404","51,49086", GB-Georgian House Hotel
"-0,13659","51,49457", GB-Global Grange
"-0,14543","51,49146", GB-Jubilee Hotel
"-0,31734","51,2356", GB-Dorking
"0,26664","51,45129", GB-Dartford
"-0,41252","51,787", GB-Hemel Hempstead
"-0,20882","51,88717", GB-Novotel Stevenage
"-0,18737","51,50235", GB-Royal Garden Hotel
"0,28124","51,18237", GB-Premier Travel Inn Tunbridge Wells
"-0,195","51,49218", GB-K And K Hotel George
"-0,1963","51,49348", GB-James Hotel
"-0,19143","51,49207", GB-Henley House Hotel
"-0,1506","51,51252", GB-Grosvenor Square
"-0,17833","51,51403", GB-Mina House Hotel
"-0,30106","51,45151", GB-Rose Of York
"-0,0967","51,57011", GB-Redland
"-0,23302","51,32622", GB-Driftbridge
"-0,59525","51,50856", GB-Slough
"-0,16397","51,23809", GB-Redhill
"-0,20766","51,83352", GB-Welwyn
"-0,38955","51,65371", GB-Watford
"-0,18044","51,55001", GB-Comfort Inn Hampstead
"-0,12944","51,52613", GB-Ambassadors Hotel
"-0,22008","51,30363", GB-Epsom South
"-0,30239","51,54501", GB-Norton House Hotel
"-0,11921","51,51134", GB-One Aldwych
"-0,13408","51,5136", GB-Casa Del Habano
"0,27168","51,49255", GB-Travelodge Thurrock M25
"-0,35071","51,70606", GB-Bricketwood (Nr Radlett)
"-0,13264","51,51662", GB-Marble Arch
"-0,20781","51,49805", GB-London Visitors Hotel
"-0,27893","51,56141", GB-Wembley
"0,06727","51,43578", GB-Meadow Croft Lodge
"0,0068","51,54191", GB-London Stratford
"-0,22198","51,50107", GB-Hotel Balkan
"-0,07988","51,51803", GB-196 Bishopsgate
"-0,09812","51,56907", GB-Majestic
"0,2141","51,79565", GB-Down Hall Hotel
"-0,16038","51,49302", GB-London Outpost Of The Carnegie Club
"-0,09189","51,36146", GB-Alpine Hotel
"-0,38669","51,28785", GB-Bookham Grange
"-0,18353","51,49371", GB-London - Kensington Forum
"-0,24506","51,49385", GB-St Peters Hotel
"-0,16009","51,51565", GB-Glynne Court Hotel
"-0,13122","51,51991", GB-Olivelli's
"-0,38197","51,87656", GB-Luton Airport
"0,19666","51,27596", GB-Sevenoaks Park
"0,2487","51,87628", GB-London-Stansted Airport
"-0,14347","51,49125", GB-Colliers Hotel
"-0,19224","51,11219", GB-Short Stay (Uk)
"-0,06995","51,36201", GB-Croydon
"-0,19581","51,49099", GB-Mayflower Hotel
"-0,17044","51,54193", GB-Regents Park
"-0,50608","51,23761", GB-The Manor
"-0,23034","51,76752", GB-Hatfield
"-0,23149","51,49263", GB-Express By Holiday Inn
"-0,36209","51,76111", GB-Pre
"-0,29848","51,462", GB-Shandon House Hotel
"-0,14129","51,49219", GB-Romany House
"-0,18505","51,51076", GB-Central Park
"-0,11016","51,52645", GB-Lintons House
"-0,45024","51,49692", GB-London Heathrow Airport 1
"-0,00598","51,46312", GB-Jadzia Kopiel
"-0,15808","51,49394", GB-Phoenix House
"0,06752","51,56371", GB-Banks Hotel
"-0,08229","51,41591", GB-Queens Hotel
"-0,17832","51,51194", GB-Mornington
"0,0596","51,57742", GB-Travelodge
"-0,20386","51,39118", GB-London Wimbledon
"-0,20745","51,49767", GB-Holland Court
"-0,50495","51,39264", GB-Windsors
"-0,57206","51,31659", GB-Woking
"-0,21521","51,92349", GB-Stevenage
"-0,17541","51,49267", GB-Five Sumner Place
"-0,16381","51,42482", GB-Mitre Hotel
"-0,1424","51,4924", GB-Winchester
"-0,30523","51,45783", GB-Richmond Park
"-0,19548","51,49143", GB-Plaza Hotel
"-0,07967","51,63979", GB-Oak Lodge
"-0,0712","51,51098", GB-Comfort Hotel Tower Of London
"-0,16956","51,51908", GB-London Metropole
"-0,16571","51,1171", GB-Three Bridges Lodge
"-0,14396","51,00649", GB-Ockenden Manor
"-0,12564","51,51985", GB-Grange Blooms Hotel
"-0,12794","51,52848", GB-Novotel London Euston
"-0,5691","51,76195", GB-Pennyfarthing Hotel
"-0,16375","51,18708", GB-Skylane Hotel
"-0,16387","51,18588", GB-Cambridge Hotel
"-0,1619","51,49189", GB-Blair House Hotel
"-0,14171","51,50711", GB-The Ritz
"-0,2069","51,49081", GB-Talgarth Hotel
"-0,15849","51,49908", GB-London Knightsbridge
"-0,19354","51,4896", GB-Mayflower
"-0,09684","51,52738", GB-Barbican Hotel
"-0,55529","51,23855", GB-Quinns
"-0,13686","51,50911", GB-Le Meridien Piccadilly
"-0,17859","51,49271", GB-Regency
"-0,12684","51,51478", GB-Seven Dials Hotel
"-0,2547","51,36207", GB-Epsom
"-0,12855","51,5084", GB-Trafalgar Square
"-0,21101","51,91618", GB-Archways Lodge
"-0,16897","51,17006", GB-Gatwick Belmont Guest House
"-0,17254","51,49538", GB-Firmdale Hotels
"-0,37512","51,46599", GB-Shalimar Hotel
"-0,22233","51,49872", GB-Hotel Angela
"-0,19311","51,49113", GB-London Tourist Hotel
"-0,32696","51,58054", GB-Gayton Hotel
"-0,20018","51,51223", GB-Gate Hotel
"-0,12269","51,52984", GB-Crestfield Hotel
"-0,14113","51,52217", GB-London - Regents Park
"-0,32224","51,74261", GB-Apples Hotel
"-0,17273","51,51602", GB-Chrysos Hotel
"0,01151","51,57692", GB-Sir Alfred Hitchcock Hotel
"-0,14521","51,49615", GB-Thistle
"-0,14451","51,49162", GB-Buckingham Palace Road
"-0,20847","51,49842", GB-Dumil Hotel
"-0,55187","51,58993", GB-The Ethorpe
"-0,15523","51,51427", GB-Mostyn Hotel
"-0,18656","51,51266", GB-Dean Court Hotel
"-0,15862","51,51954", GB-82 Gloucester Place
"-0,10216","51,37399", GB-Croydon
"-0,30049","51,40124", GB-Hotel Antoinette
"-0,13338","51,49379", GB-Grange Wellington Hotel
"-0,1371","51,51769", GB-Sanderson Hotel
"-0,54747","51,49316", GB-Slough
"-0,19055","51,49476", GB-Shellbourne Hotel
"-0,26655","51,04248", GB-Mannings Heath Hotel
"-0,1365","51,48949", GB-Blades
"-0,14325","51,49299", GB-Quality Hotel Westminster
"0,25212","51,3598", GB-Brands Hatch Thistle
"-0,06046","51,6025", GB-London Marriott Park Lane
"-0,13655","51,48964", GB-Corbigoe Hotel
"-0,15836","51,51685", GB-Marble Arch
"-0,17476","51,514", GB-Hotel Edward
"-0,14258","51,50865", GB-London - Mayfair
"-0,19541","51,41933", GB-Wayfairer
"-0,1599","51,50017", GB-Millennium Knightsbridge
"-0,18124","51,16636", GB-Renaissance-London Gatwick
"-0,1857","51,49396", GB-Abcone Hotel
"-0,18287","51,49512", GB-Montana
"-0,16307","51,51349", GB-Parkwood
"-0,48085","51,48257", GB-Sheraton-London Heathrow
"-0,13218","51,51024", GB-Thistle Piccadilly
"-0,21169","51,46809", GB-Premier Travel Inn L'don Putney Br
"-0,10097","51,56692", GB-Lanark Hotel
"-0,12373","51,50632", GB-Thistle
"-0,18325","51,65576", GB-Hadley Hotel
"-0,40067","51,66198", GB-Watford Moat House
"0,03086","51,54698", GB-Hartley Hotel
"-0,13513","51,52771", GB-Ibis London Euston
"-0,17332","51,51512", GB-Springfield Hotel
"-0,18722","51,51029", GB-Hilton London Hyde Park
"-0,33455","51,40638", GB-The Liongate Hotel
"-0,4111","51,47985", GB-Ramada Jarvis
"0,01639","51,40747", GB-Railway Hotel
"-0,1951","51,11301", GB-Crawley Hotel
"-0,32092","51,41757", GB-Bushey Park Lodge
"-0,51129","51,43181", GB-Thames Lodge
"-0,15583","51,49682", GB-Diplomat
"-0,10206","51,56617", GB-Pembury Hotel
"-0,27688","51,94624", GB-The Fountain
"0,18655","51,88631", GB-Cottage
"-0,29629","51,55383", GB-Elm Hotel
"-0,14129","51,49241", GB-Westminster
"-0,15226","51,50703", GB-Dorchester Hotel
"-0,18542","51,51225", GB-Byron
"-0,14567","51,50847", GB-Chesterfield Mayfair
"-0,11875","51,51245", GB-Le Meridien Waldorf
"-0,49662","51,74214", GB-Boxmoor Lodge
"-0,18956","51,79029", GB-Homestead Court
"-0,09782","51,37643", GB-Fairfield Hotel
"-0,17331","51,51498", GB-Balmoral Hotel
"-0,29102","51,57765", GB-Brent X Hotel
"-0,13107","51,42889", GB-Bedford Park Hotel
"-0,10952","51,53184", GB-Jurys Inn London
"-0,17237","51,51507", GB-Hyde Park Rooms Hotel
"-0,12387","51,51577", GB-Drury Lane Moat House
"-0,14841","51,49493", GB-Harcourt House Hotel
"-0,18892","51,48053", GB-Chelsea Village Hotel
"-0,15041","51,49328", GB-Belgravia Hotel
"-0,03465","51,13842", GB-Gatwick
"-0,19286","51,49187", GB-Rushmore
"-0,01581","51,12938", GB-Jarvis Felbridge
"-0,39999","51,66312", GB-Watford
"-0,58836","51,43467", GB-Savill Court Hotel
"-0,01346","51,47777", GB-Novotel London Greenwich
"-0,13578","51,11879", GB-Worth Hotel-London Gatwick
"-0,25839","51,36426", GB-Premier Travel Inn
"-0,00082","51,45281", GB-Station Hotel
"-0,22111","51,5725", GB-London - Brent Cross
"-0,12793","51,51781", GB-Kenilworth Hotel
"-0,22193","51,68983", GB-South Mimms M25 Jct 23
"0,2068","51,79579", GB-Down Hall Country House
"-0,12743","51,51743", GB-Marlborough
"-0,09734","51,35002", GB-Croydon South
"-0,16691","51,52889", GB-Regents Park
"-0,45001","51,33563", GB-Silvermere Inn On The Lake
"0,25856","51,13152", GB-English House Hotel
"-0,55585","51,32202", GB-Holiday Inn Woking
"-0,18241","51,49416", GB-Millennium Baileys Hotel
"-0,10471","51,79199", GB-White Horse Hertingfordbury
"0,10173","51,42945", GB-Toronto Hotel
"0,06063","51,51515", GB-Premier Travel Inn
"-0,09787","51,56925", GB-Spring Park Hotel
"-0,27827","51,52678", GB-Travelodge London Park Royal
"-0,17387","51,5154", GB-Cardiff Hotel
"-0,17291","51,51476", GB-Europa House Hotel
"-0,09792","51,66012", GB-Enfield
"0,24581","51,13023", GB-Spa Hotel
"-0,12403","51,50826", GB-Royal Adelphi
"0,29065","51,49106", GB-Premier Travel Inn
"-0,09811","51,37618", GB-Jurys
"-0,15874","51,51981", GB-London Continental Hotel
"-0,19019","51,11483", GB-George
"-0,42304","51,56967", GB-Barn Hotel
"-0,19136","51,49406", GB-Hogarth Hotel
"-0,12803","51,51828", GB-Gresham Hotel
"-0,17689","51,51481", GB-Ascot Hotel
"0,04786","51,78445", GB-Briggens House
"-0,14208","51,50709", GB-Ritz
"-0,16969","51,11305", GB-Gatwick - Crawley
"0,27533","51,1967", GB-Rose And Crown
"-0,17206","51,51525", GB-Gower Hotel
"-0,156","51,49722", GB-Sheraton Belgravia
"-0,1726","51,51494", GB-Admiral Hotel
"-0,09286","51,50622", GB-47 Park Street
"-0,4141","51,37332", GB-Walton-On-Thames
"-0,19613","51,10866", GB-Gatwick Crawley
"-0,56907","51,14566", GB-White Horse
"-0,41753","51,33198", GB-Cobham Lodge Hotel
"-0,11829","51,49484", GB-Novotel London Waterloo
"-0,14331","51,51986", GB-Astor Court Hotel
"-0,54568","51,49367", GB-Windsor
"-0,2069","51,49631", GB-Hilton National London Olympia
"-0,14338","51,50686", GB-Radisson Edwardian Mayfair
"-0,56287","51,58688", GB-Bull Hotel
"-0,30694","51,50294", GB-Ealing Guest House
"-0,5031","51,87499", GB-The Highwayman
"-0,12649","51,52618", GB-Avonmore Hotel
"0,06166","51,45321", GB-Eltham Hotel
"-0,16044","51,49928", GB-Searcys Roof Garden Rooms
"-0,15929","51,5208", GB-Bickenhall Hotel
"-0,13629","51,50736", GB-Cavendish St James's
"-0,17325","51,54432", GB-Swiss Cottage
"-0,13191","51,51209", GB-Shaftesbury Hotel
"-0,02349","51,54244", GB-Lea Hotel
"-0,19444","51,48954", GB-Hotel Olympia
"0,03138","51,40976", GB-Grianan Hotel
"-0,14423","51,50773", GB-Mayfair Inter-Continental
"-0,38789","51,48841", GB-Heston (Eastbound) Travelodge
"-0,14857","51,50509", GB-The London Hilton On Park Lane
"-0,12739","51,52776", GB-Mabledon Court
"-0,20622","51,49596", GB-London Olympia
"-0,12522","51,52418", GB-Holiday Inn Bloomsbury
"-0,15431","51,50161", GB-The Berkeley
"-0,59774","51,59622", GB-De Vere Bellhouse
"-0,17416","51,51444", GB-Mitre House Hotel
"-0,16426","51,23654", GB-Ashleigh House
"-0,17248","51,51616", GB-Norfolk Plaza
"-0,17175","51,51543", GB-Abc
"-0,33039","51,23253", GB-White Horse
"-0,13479","51,51843", GB-Charlotte Street Hotel
"-0,20862","51,91271", GB-Corus Hotel Stevenage
"-0,05142","51,44149", GB-Forest Hill Hotel
"-0,10423","51,53533", GB-Hilton
"-0,12375","51,6248", GB-Inkeepers Lodge Southgate
"-0,1377","51,52426", GB-Grafton
"-0,17308","51,51525", GB-Days Hotel
"-0,18927","51,46238", GB-Express By Holiday Inn
"-0,20537","51,42439", GB-Worcester House
"-0,33231","51,58511", GB-Lindal
"-0,14012","51,49133", GB-Sidney Hotel London-Victoria
"-0,41492","51,88053", GB-Luton
"0,16006","51,30186", GB-Donnington Manor Hotel
"-0,47913","51,855", GB-Premier Travel Inn
"-0,12333","51,52882", GB-Princess Hotel
"-0,12357","51,52906", GB-Jesmond Dene Hotel
"-0,21703","51,59379", GB-Hendon Hall
"-0,27426","51,52635", GB-Travelodge
"-0,00888","51,62679", GB-Ridgeway
"-0,19908","51,49035", GB-Philbeach Hotel
"0,01024","51,41014", GB-Blyth Hotel
"0,0036","51,41634", GB-Bromley Court
"-0,14943","51,51025", GB-Connaught
"-0,14371","51,4983", GB-No 41
"-0,11794","51,51774", GB-Chancery Court
"-0,1317","51,52153", GB-Gower House
"0,09623","51,69191", GB-Quality Hotel Epping
"-0,27688","51,5266", GB-London Park Royal
"-0,28496","51,95418", GB-Firs Hotel
"0,00913","51,604", GB-County Hotel Epping Forest
"-0,23967","51,76199", GB-Hatfield Beales Hotel
"-0,18255","51,51033", GB-Kensington Gardens
"-0,23694","51,49258", GB-Vencourt Hotel
"-0,16433","51,52188", GB-Hilton London Harewood
"-0,41808","51,87528", GB-London Counties Residence
"-0,15011","51,5151", GB-Ivanhoe Suite
"-0,26674","51,56583", GB-Aaron Hotel
"-0,05005","51,5334", GB-Camden Society
"-0,08574","51,3819", GB-Apollo Private Hotel
"-0,42508","51,39175", GB-Shepperton
"-0,17555","51,51314", GB-Andrews House Hotel
"-0,15683","51,51553", GB-Churchill Inter-Continental
"-0,20992","51,83359", GB-Quality Hotel Welwyn
"-0,08769","51,65945", GB-Holtwhites
"-0,14984","51,49376", GB-Westminster House
"-0,13882","51,49071", GB-Lidos Hotel
"-0,20876","51,49876", GB-Mara Hotel
"-0,19411","51,49235", GB-Amsterdam
"-0,12677","51,52624", GB-Mentone
"0,03857","51,63252", GB-Roebuck
"-0,1242","51,52018", GB-Lonsdale Hotel
"-0,19485","51,49567", GB-London Lodge Hotel
"-0,11879","51,50084", GB-London Marriott County Hall
"-0,43118","51,26182", GB-Jarvis Thatchers
"-0,38258","51,47909", GB-Vicarage Farm Hotel
"-0,19455","51,60564", GB-Chumleigh Lodge Hotel
"-0,10056","51,50557", GB-London - Southwark
"-0,18367","51,51329", GB-Pavilion
"-0,10377","51,36274", GB-Gomers Hotel
"-0,57366","51,23554", GB-Angel Posting House And Livery
"0,14007","51,78313", GB-Corus (Harlow)
"-0,18981","51,49183", GB-Burns Hotel Kensington
"-0,13649","51,51692", GB-The Berners
"-0,18687","51,50221", GB-Milestone
"-0,28659","51,48339", GB-Coach & Horses Hotel
"-0,24225","51,92828", GB-Stevenage
"-0,17235","51,16357", GB-London Gatwick Airport
"-0,31347","51,34682", GB-Chessington
"-0,18473","51,49495", GB-Stuart Hotel
"-0,00695","51,47897", GB-London Greenwich
"-0,09712","51,43983", GB-Diana Hotel
"-0,18653","51,54412", GB-Dawson House Hotel
"-0,07564","51,51558", GB-London City
"-0,13011","51,50992", GB-Radisson Edwardian Hampshire
"-0,1785","51,55942", GB-La Gaffe
"-0,12697","51,51446", GB-Covent Garden Hotel
"-0,24321","51,7605", GB-Jarvis International Hatfield
"-0,12511","51,67576", GB-Royal Chace Hotel
"-0,12653","51,52814", GB-London Euston
"-0,13596","51,51047", GB-Regent Palace
"-0,14486","51,14284", GB-Crawley
"-0,17353","51,51558", GB-Aa Falcon Hotel
"-0,22758","51,42421", GB-Cannizaro House
"-0,12734","51,5272", GB-London Euston
"-0,18845","51,98986", GB-Rose & Crown Hotel
"-0,114","51,35725", GB-Croydon
"-0,45357","51,90478", GB-Pines Hotel
"-0,20809","51,79209", GB-Welwyn Garden City
"-0,4345","51,88697", GB-Cygnet Hotel
"-0,51284","51,43476", GB-Staines
"-0,45102","51,71683", GB-Kings Langley
"-0,13765","51,50714", GB-Ryder Street Chambers
"-0,13621","51,4894", GB-London - Victoria (Exhi)
"-0,18018","51,51395", GB-Glendale Hydepark Hotel
"-0,04192","51,51028", GB-London - Limehouse
"-0,12274","51,31727", GB-Coulsdon Manor
"0,13302","51,79473", GB-Harlow
"-0,45553","51,49744", GB-Novotel-London Heathrow
"-0,12323","51,5286", GB-Globe
"-0,15123","51,51408", GB-The Selfridge
"-0,45832","51,49373", GB-Holiday Inn-London Heathrow
"-0,40205","51,65635", GB-Travelstop Inn
"-0,46582","51,89222", GB-Luton
"-0,47298","51,63925", GB-The Grove
"-0,14282","51,51112", GB-Westbury Mayfair
"-0,17787","51,51201", GB-Averard Hotel
"-0,11704","51,49401", GB-London Waterloo
"-0,07369","51,54821", GB-Ridley Villas Hotel
"-0,1767","51,16515", GB-London Gatwick
"0,06929","51,50903", GB-Beckton
"-0,19001","51,49476", GB-Majestic Hotel
"-0,22241","51,49844", GB-Crown Hotel
"-0,43514","51,48089", GB-Skyline Hotel
"-0,19052","51,49351", GB-Premier Travel Inn
"-0,19064","51,49363", GB-Premier Travel Inn Capital
"-0,55042","51,24034", GB-Clavadel Hotel
"-0,20724","51,49075", GB-Talgarth
"-0,48223","51,48143", GB-Thistle London Heathrow
"0,04051","51,27416", GB-Premier Travel Inn Clacket Lane E
"-0,00696","51,47347", GB-Hamilton House
"-0,11213","51,38989", GB-Norfolk House
"-0,185","51,50108", GB-Milestone Hotel & Apartments
"-0,16432","51,49808", GB-Knightsbridge Hotel
"-0,15938","51,49314", GB-Eleven Cadogan Gardens
"0,15274","51,45515", GB-Bexley Heath Marriott
"-0,14714","51,11472", GB-Barnwood
"-0,17824","51,49226", GB-Jurys Kensington Hotel
"-0,4693","51,50503", GB-Kings Paget Hotel
"-0,31241","51,41311", GB-Chase Lodge
"-0,14396","51,49696", GB-The Goring
"-0,18617","51,51039", GB-Royal Bayswater Hotel
"0,045","51,57674", GB-Premier Travel Inn
"-0,1276","51,51781", GB-Morgan Hotel
"-0,19615","51,49199", GB-Coronation Hotel
"0,28386","51,45314", GB-Pier Hotel
"-0,22488","51,69031", GB-Holiday Inn South Mimms
"-0,20949","51,79276", GB-Premier Travel Inn
"-0,18316","51,52266", GB-Peel Hotels
"-0,43998","51,45814", GB-London Heathrow Airport
"-0,18055","51,49545", GB-Strathmore
"-0,15718","51,66961", GB-West Lodge Park
"0,02938","51,68127", GB-Waltham Abbey Marriott
"-0,25761","51,52247", GB-London - Park Royal
"-0,09513","51,52698", GB-City Barbican
"-0,12021","51,51978", GB-The Bonnington
"-0,14582","51,49756", GB-Goring
"-0,18349","51,47617", GB-Jurys Inn Chelsea
"-0,4028","51,87244", GB-Luton Airport
"-0,32795","51,29491", GB-Leatherhead
"-0,12398","51,52946", GB-Fairway Hotel
"-0,12411","51,52959", GB-Yorkshire Palace Hotel
"-0,34245","51,58083", GB-Quality Harrow Hotel
"0,2628","51,48569", GB-Premier Travel Inn
"-0,1115","51,66798", GB-Royal Chace
"-0,19508","51,48992", GB-Hotel Earls Court
"-0,28593","51,71868", GB-Colney Fox Inkeepers Lodge
"-0,1809","51,51138", GB-Thistle Hyde Park
