Longitude,Latitude,Hotel Name
"-0,17712","51,51142", GB-London Hyde Park
"-0,14228","51,49159", GB-Warwick Bed & Breakfast
"-0,08342","51,5266", GB-Express By Holiday Inn
"-0,18065","51,51183", GB-Commodore Hotel
"-0,17526","51,49254", GB-Aster House
"-0,38955","51,21565", GB-Hayley Conf Centre-Wotton House
"-0,1445","51,49329", GB-Holiday Inn Victoria
"-0,28609","51,5561", GB-Hilton National Wembley
"-0,1833","51,49133", GB-Cranley
"-0,51449","51,43615", GB-Travelodge
"-0,14732","51,51281", GB-Claridges
"-0,16821","51,17362", GB-Horley
"-0,57364","51,31682", GB-Premier Travel Inn
"-0,27752","51,41791", GB-Kingston Lodge Hotel
"-0,13035","51,51767", GB-St Giles Hotel
"-0,10632","51,79175", GB-White Horse
"-0,31808","51,06583", GB-Horsham
"-0,19273","51,51353", GB-Reem Hotel
"-0,15004","51,4936", GB-Ebury House Hotel
"-0,13598","51,48924", GB-Victoria
"-0,09876","51,56857", GB-Parkside Hotel
"-0,19656","51,49434", GB-Comfort Inn Kensington
"-0,19074","51,11153", GB-Grange Hotel
"-0,12498","51,13305", GB-Copthorne-London Gatwick
"-0,17879","51,5379", GB-Blenheim
"-0,14399","51,49485", GB-Victoria
"-0,5693","51,24809", GB-Premier Travel Inn
"-0,15801","51,49851", GB-Carlton
"-0,18489","51,35799", GB-Eaton Court Hotel
"-0,174","51,51466", GB-Quality Hotel Paddington
"-0,13259","51,52234", GB-Arosfa Hotel
"-0,144","51,5179", GB-Langham Hilton
"-0,09536","51,50571", GB-Novotel
"-0,14353","51,49074", GB-Hanover
"-0,53973","51,43753", GB-Runnymede
"-0,36124","51,66496", GB-Hilton National Watford
"-0,1226","51,53064", GB-Number One
"-0,39624","51,48792", GB-Travelodge Heston M4 Westbound
"-0,16406","51,49774", GB-Beaufort
"-0,18063","51,51431", GB-Atlantic (Paddington)
"-0,56148","51,3179", GB-Woking
"-0,1852","51,13709", GB-Gatwick Airport
"-0,46659","51,89242", GB-Travelodge
"-0,1254","51,49222", GB-City Inn
"-0,31532","51,58206", GB-Harrow
"-0,11241","51,39056", GB-Croydon Court Hotel
"-0,16108","51,51538", GB-Boston Court Hotel
"-0,18391","51,495", GB-Holiday Inn Kensington
"-0,33751","51,58289", GB-Cresent Lodge Hotel
"-0,29517","51,4507", GB-The Richmond Gate Hotel
"0,02868","51,54679", GB-Newham Hotel
"-0,296","51,48685", GB-Travelodge
"-0,21395","51,50514", GB-London Kensington Hilton
"-0,12931","51,51343", GB-Cambridge Hotel
"0,22571","51,50597", GB-Premier Travel Inn
"-0,16457","51,49795", GB-Parkes Hotel
"-0,29702","51,45088", GB-Richmond Hill
"-0,29887","51,45273", GB-Richmond Gate
"0,0332","51,50732", GB-Sunborn Yacht
"-0,13635","51,52354", GB-Grafton Hotel
"-0,1711","51,17146", GB-Gatwick White House
"-0,00436","51,53638", GB-Express By Holiday Inn Stratford
"-0,1726","51,51659", GB-Avon Hotel
"-0,19458","51,36138", GB-London - Sutton
"-0,13191","51,52172", GB-Jesmond Hotel
"-0,52819","51,74116", GB-Hemel Hempstead
"0,0613","51,57644", GB-Ilford North
"-0,19063","51,51425", GB-Garden Court Hotel
"-0,18254","51,49335", GB-Millennium Gloucester
"-0,13782","51,49012", GB-Carlton
"-0,13804","51,49034", GB-Victoria Inn
"-0,17411","51,51182", GB-Royal Lancaster
"-0,03194","51,72054", GB-Cheshunt Marriott
"-0,09853","51,4925", GB-Castle Hotel
"0,21203","51,43402", GB-Abod Hotel
"-0,09583","51,36554", GB-Kirkdale
"-0,47647","51,74849", GB-Southville Hotel
"-0,2134","51,23909", GB-Cranleigh Hotel
"-0,12327","51,31694", GB-Coulsdon Manor
"-0,18557","51,49474", GB-Holiday Inn
"-0,10853","51,38709", GB-Japstow Hotel
"-0,16016","51,49277", GB-Cliveden Town House
"-0,17184","51,51591", GB-Gresham
"-0,18824","51,45705", GB-Brewers Inn
"-0,30335","51,45555", GB-Bingham
"-0,17616","51,49205", GB-Jurys Kensington Hotel
"-0,3253","51,58085", GB-Harrow
"0,19839","51,9454", GB-The Cricketers Arms
"-0,37272","51,47802", GB-Master Robert
"-0,09858","51,50531", GB-Mercure London City Bankside
"-0,23931","51,74536", GB-Hatfield
"0,04172","51,50242", GB-Etap Hotel-London City
"-0,20401","51,45683", GB-Lodge Hotel
"-0,09696","51,56992", GB-Kent Hall Hotel
"-0,13515","51,48947", GB-Corona Hotel
"0,18761","51,41519", GB-Rowhill Grange Country House Hotel
"-0,15537","51,5144", GB-Sussex Hotel
"0,04503","51,39348", GB-Glendevon House Hotel
"-0,00987","51,47959", GB-Greenwich
"-0,27641","51,60829", GB-London Edgware
"-0,18952","51,4946", GB-London Marriott Hotel Kensington
"-0,5241","51,7297", GB-Bobsleigh Inn Hotel
"-0,1163","51,51702", GB-London Chancery Court
"-0,45253","51,89259", GB-Swallow Luton
"-0,33047","51,58137", GB-Cumberland Hotel
"-0,2231","51,49709", GB-Brook Green Hotel
"-0,15699","51,51581", GB-Radisson Sas Portman
"-0,1451","51,50765", GB-Curzon Plaza
"-0,48458","51,89103", GB-Dunstable
"0,12571","51,75593", GB-Harlow Moat House
"-0,19095","51,88362", GB-Roebuck Inn
"-0,17999","51,48909", GB-Blakes
"-0,22785","51,42415", GB-Cannizaro House
"-0,11765","51,50231", GB-London County Hall
"-0,42802","51,75563", GB-Holiday Inn Hemel Hempstead
"-0,35742","51,44694", GB-Twickenham
"-0,48545","51,89132", GB-Premier Travel Inn
"-0,41898","51,8828", GB-Royal Hotel
"-0,58492","51,46325", GB-Innkeepers Lodge Old Windsor
"-0,1676","51,20507", GB-Premier Travel Inn
"-0,18881","51,49245", GB-Kensington
"-0,14537","51,49693", GB-Concorde
"0,26004","51,13443", GB-Russell
"-0,17857","51,41785", GB-Express By Holiday Inn
"-0,4362","51,33323", GB-Cobham
"-0,15359","51,50786", GB-Lucien Barriere
"0,07219","51,53401", GB-Ibis London East Barking
"-0,00666","51,50709", GB-Ibis London Docklands
"0,13262","51,79435", GB-Premier Travel Inn
"-0,1425","51,49681", GB-Westminster
"0,26587","51,13187", GB-Hotel Du Vin And Bistro
"-0,24271","51,75967", GB-Ramada Jarvis Hatfield
"0,2272","51,50495", GB-Rainham
"-0,20789","51,49705", GB-Russell Court
"-0,02587","51,50254", GB-London West India Quay
"0,0678","51,55939", GB-Cedar Hotel
"0,0587","51,60671", GB-Menzies Prince Regent
"-0,29242","51,52911", GB-London - Ealing
"-0,1408","51,50603", GB-St James's Club & Hotel
"-0,18962","51,49546", GB-Apollo
"-0,17918","51,16777", GB-Gatwick Airport
"-0,14251","51,49152", GB-Golden Star Hotel
"-0,11249","51,52659", GB-London Ryan
"-0,11777","51,51213", GB-The Waldorf
"-0,12468","51,51904", GB-Whitehall Hotel
"-0,10305","51,51174", GB-London - The City
"0,26733","51,20395", GB-Langley Hotel
"-0,14575","51,50728", GB-Washington Mayfair Hotel
"-0,14421","51,50601", GB-London Green Park
"-0,1243","51,43557", GB-Leigham Court Hotel
"-0,09188","51,3742", GB-Croydon Park
"-0,3209","51,74177", GB-Quality Hotel St Albans
"-0,222","51,50077", GB-Windsor Guest House
"-0,09393","51,36932", GB-Woodstock Hotel
"-0,00615","51,50588", GB-London Docklands
"-0,17094","51,51622", GB-Monopole Hotel
"-0,17656","51,51376", GB-Royal Park Hotel
"-0,12095","51,51039", GB-Savoy
"0,27529","51,19649", GB-Waw Leisure
"-0,11916","51,52931", GB-Cottespar
"-0,11575","51,52914", GB-Travelodge London Islington
"-0,17198","51,49136", GB-Sydney House
"-0,14841","51,51453", GB-Radisson Edwardian Berkshire
"0,29223","51,49032", GB-Thurrock
"-0,31865","51,45294", GB-St Margarets Guest House
"-0,4821","51,47997", GB-London Heathrow
"-0,148","51,50964", GB-The Connaught
"0,03204","51,50885", GB-London Docklands (Excel)
"-0,17896","51,46487", GB-London Battersea
"-0,11451","51,51117", GB-Raffles International
"-0,17976","51,49819", GB-Eden Plaza
"-0,14155","51,4949", GB-Station Hotel
"-0,16892","51,51903", GB-London Paddington
"-0,59579","51,5949", GB-Bellhouse
"-0,17586","51,54637", GB-Fitzjohns Lodge
"-0,21533","51,41745", GB-Wimbledon Hotel
"0,25386","51,16641", GB-Tunbridge Wells
"-0,08267","51,37946", GB-Croydon Hotel
"-0,24725","51,49782", GB-Brook Hotel
"-0,20525","51,49409", GB-Avonmore Hotel
"-0,38698","51,65432", GB-Premier Travel Inn
"0,26303","51,48911", GB-Thurrock Hotel
"-0,15936","51,51503", GB-Montcalm Nikko London
"-0,07029","51,57282", GB-Kadimah Hotel
"-0,24103","51,76202", GB-Beales Hotel
"-0,16071","51,50085", GB-Basil Street
"-0,28677","51,47611", GB-Kew Gardens Hotel
"-0,44192","51,37525", GB-Oatlands Park Hotel
"-0,13905","51,4907", GB-Park Hotel
"-0,19026","51,51012", GB-Westland Hotels
"-0,18036","51,50102", GB-John Howard
"0,26912","51,61024", GB-Holiday Inn Brentwood
"-0,20533","51,77408", GB-Bush Hall
"-0,36249","51,31722", GB-Woodlands Park Hotel
"-0,14141","51,51354", GB-5 Maddox Street
"-0,09197","51,35032", GB-Claremont Hotel
"-0,12736","51,5266", GB-Jenkins Hotel
"-0,37998","51,50391", GB-Hotel Iccon
"-0,18374","51,49763", GB-Citadines Appart Hotel
"-0,14968","51,51188", GB-London Grosvenor Square
"-0,14484","51,45559", GB-Dudley Hotel
"-0,4912","51,70373", GB-Two Brewers
"-0,18642","51,51222", GB-Berjaya Eden Park
"-0,36011","51,58502", GB-Euro Hotel
"-0,11795","51,35762", GB-Aerodrome
"-0,16077","51,51543", GB-Hadleigh Hotel
"-0,03469","51,81549", GB-Roebuck Hotel
"-0,20856","51,50521", GB-Halcyon
"-0,1138","51,52662", GB-Holiday Inn Kings Cross
"-0,1824","51,51257", GB-Century
"-0,18129","51,51212", GB-Hyde Park
"-0,12112","51,51067", GB-Strand Palace
"-0,36428","51,46507", GB-Treaty Lodge Hotel Function Room
"0,11253","51,69986", GB-Thatched House
"-0,19248","51,49302", GB-New Aquarius Hotel
"-0,1792","51,48695", GB-Chelsea Lodge
"0,24653","51,13027", GB-Spa
"-0,2909","51,57398", GB-Croft Court Hotel
"-0,42541","51,39194", GB-Shepperton Moat House Hotel
"0,28041","51,18332", GB-Tonbridge
"-0,17306","51,51694", GB-Hana Hotel
"-0,30477","51,51599", GB-Caspian Hotel
"0,14035","51,78314", GB-Corus Hotel Harlow
"-0,17542","51,51173", GB-Mornington Hotel
"-0,09908","51,48959", GB-Eurotraveller Hotel Elephant
"-0,14921","51,50585", GB-London Mews Hilton
"-0,57977","51,9275", GB-Dunstable Hockliffe
"-0,14614","51,54052", GB-London - Camden Lock
"-0,30092","51,40168", GB-Hotel Antoinette
"-0,27902","51,41907", GB-Kingston Lodge
"0,04575","51,53146", GB-Central
"-0,28153","51,53753", GB-London - Wembley - North Circular Road
"-0,17299","51,51449", GB-Linden House
"-0,21499","51,55649", GB-Crown Moran Hotel
"-0,1178","51,51141", GB-One Aldwych
"-0,40675","51,32743", GB-Cedar House
"-0,14176","51,49198", GB-Dover Hotel
"-0,40363","51,51742", GB-Hayes (Heathrow)
"-0,3166","51,58275", GB-Premier Travel Inn
"-0,349","51,75297", GB-St Michaels Manor
"-0,15645","51,51458", GB-Mostyn
"-0,15633","51,51446", GB-Thistle Marble Arch
"-0,14771","51,51635", GB-London - Oxford Circus
"-0,41981","51,8835", GB-Leaside Hotel
"-0,19074","51,49346", GB-Earls Court Gardens Hotel
"0,0719","51,56143", GB-Balfour Hotel
"-0,17991","51,5136", GB-Paddington Court Hotel
"-0,18644","51,49467", GB-Park International
"-0,07921","51,499", GB-Premier Travel Inn L'don Tower Br
"-0,1455","51,49239", GB-Holly House Hotel
"0,03284","51,62378", GB-London - Buckhurst Hill
"-0,11396","51,52904", GB-Islington
"-0,13378","51,49876", GB-Hilton London St Ermins
"-0,1757","51,49306", GB-Number Sixteen
"-0,17742","51,56009", GB-Sandringham
"-0,12272","51,50539", GB-The Royal Horseguards
"-0,31702","51,58214", GB-St Nicholas
"-0,09855","51,56876", GB-Parkside Hotel
"-0,11583","51,35806", GB-Hilton National Croydon
"-0,16502","51,51472", GB-Griffin House Hotel
"-0,134","51,11595", GB-Gatwick Worth Hotel
"-0,2891","51,51105", GB-London West
"-0,13218","51,52196", GB-Regency House Hotel
"-0,37122","51,54464", GB-Northolt
"-0,21909","51,49138", GB-London West
"-0,18977","51,49297", GB-Merlyn Court Hotel
"-0,18305","51,35693", GB-Albion Private Hotel
"-0,13238","51,52215", GB-Arran House Hotel
"0,15352","51,4467", GB-Holiday Inn London-Bexley
"-0,18313","51,51189", GB-Craven Gardens Hotel
"-0,12247","51,53233", GB-London King's Cross
"0,01057","51,49244", GB-Express By Holiday Inn Greenwich
"-0,19678","51,5107", GB-Hilltop Hotel
"-0,21955","51,49217", GB-Novotel London West
"0,00408","51,41712", GB-Bromley Court
"-0,18841","51,49392", GB-Ambassadors Hotel
"-0,12221","51,5138", GB-Fielding
"-0,50617","51,87598", GB-Highwayman
"-0,17981","51,54962", GB-Hampstead
"-0,14559","51,54034", GB-Holiday Inn
"-0,18429","51,51051", GB-Thistle Kensington Gardens
"-0,39002","51,13689", GB-Gatton Manor
"-0,13826","51,49032", GB-Days Inn
"-0,32717","51,73572", GB-Sopwell House Hotel & Country Club
"0,00121","51,44661", GB-Star House Bed And Breakfast
"-0,14611","51,59194", GB-Queens Hotel
"-0,19962","51,49199", GB-Beaver Hotel
"-0,10357","51,39741", GB-Crystal Lodge
"-0,0357","51,64218", GB-Railway Hotel
"-0,17271","51,51453", GB-Paddington
"-0,07525","51,5104", GB-City
"-0,13242","51,50718", GB-Sofitel St James London
"-0,16235","51,49688", GB-57 Pont Street
"-0,27997","51,50384", GB-Acton Town
"-0,18299","51,49545", GB-Rydges Kensington Plaza
"-0,19623","51,49272", GB-Kensington Court Hotel
"-0,50074","51,94735", GB-Toddington
"-0,14296","51,52224", GB-Holiday Inn Regents Park
"-0,51095","51,43121", GB-Thames Lodge
"-0,5026","51,39189", GB-Crown
"-0,12349","51,51943", GB-Buckingham
"0,23287","51,58274", GB-Palms Hotel
"0,03377","51,0731", GB-Ashdown Park
"-0,49134","51,48008", GB-Heathrow Lodge
"-0,51634","51,4323", GB-Anne Boleyn Hotel
"-0,00041","51,51157", GB-London Docklands
"-0,18599","51,60675", GB-Ballards Hotel
"-0,16066","51,52403", GB-Regents Park Hotel
"-0,45012","51,71705", GB-Premier Travel Inn
"-0,53075","51,88371", GB-Pheasant Inn
"-0,11874","51,58246", GB-Smart
"-0,15332","51,36665", GB-Dukes Head
"-0,17049","51,49616", GB-Rembrandt
"-0,18505","51,50122", GB-Thistle Kensington Park
"-0,1436","51,52476", GB-Melia White House
"-0,19365","51,49089", GB-Mowbray Court Hotel
"-0,42608","51,43609", GB-Hounslow Channins Hotel
"0,14076","51,58038", GB-Romford
"-0,11164","51,49669", GB-Days Inn Waterloo
"-0,15693","51,52091", GB-Sherlock Holmes
"-0,44155","51,3747", GB-Oatlands Park Hotel
"-0,12456","51,51961", GB-White Hall
"-0,17505","51,51251", GB-Royal Lancaster
"-0,35143","51,75448", GB-Black Lion Inn
"-0,3268","51,07246", GB-Wimblehurst Hotel
"-0,12876","51,55551", GB-Europa House Hotel
"-0,12234","51,52639", GB-Acorns Hotel
"-0,18628","51,51153", GB-Radnor Hotel
"-0,18494","51,5104", GB-Park Lodge Hotel
"-0,1168","51,52926", GB-Swinton
"-0,19135","51,51344", GB-Ascott International
"-0,11855","51,50208", GB-County Hall
"-0,16002","51,51547", GB-Rose Court Hotel
"-0,28994","51,64099", GB-Corus Hotel Elstree
"-0,02108","51,67566", GB-Premier Travel Inn Metro
"-0,17838","51,16573", GB-Gatwick
"-0,14526","51,10553", GB-Europa Gatwick
"-0,14372","51,59155", GB-Raglan Hall
"0,00994","51,46915", GB-Clarendon
"-0,07553","51,51212", GB-Chamberlain Hotel
"-0,39926","51,34056", GB-Premier Travel Inn
"-0,18098","51,49523", GB-Radisson Edwardian Vanderbilt
"-0,29972","51,45851", GB-Dukes Head Inn
"-0,12217","51,51994", GB-Bonnington In Bloomsbury
"-0,09886","51,35755", GB-Haling Park Hotel
"-0,15643","51,51671", GB-Wigmore Court
"-0,52673","51,72887", GB-Bobsleigh Inn
"-0,18246","51,49518", GB-Vanderbilt Hotel
"-0,12249","51,53195", GB-Premier Travel Inn
"0,18794","51,58212", GB-Coach House
"-0,17355","51,16982", GB-Corner House Hotel
"-0,47926","51,85861", GB-Dunstable (South)
"0,25415","51,13152", GB-New Wellington Hotel
"0,19906","51,87391", GB-Stansted Manor Hotel
"-0,22996","51,97865", GB-Broadway
"-0,20356","51,39192", GB-Travelodge
"-0,53047","51,74172", GB-Premier Travel Inn
"0,07436","51,53424", GB-Barking
"-0,12455","51,48085", GB-Comfort Inn Vauxhall
"-0,18334","51,5272", GB-Warrington Hotel
"-0,14131","51,51913", GB-Grange Langham Court
"-0,14453","51,49131", GB-Elizabeth Hotel
"-0,18851","51,53521", GB-London Maida Vale
"-0,16518","51,2051", GB-Redhill
"-0,16083","51,52422", GB-Four Seasons
"-0,14272","51,49255", GB-Alexander Hotel
"-0,16131","51,50024", GB-Capital
"-0,19033","51,49336", GB-Oki Hotel Kensington
"-0,10414","51,57776", GB-London Shelton Hotel
"-0,19345","51,49103", GB-Oxford Hotel
"-0,12207","51,52644", GB-St Athan's
"-0,23873","51,49337", GB-Vencourt
"-0,26268","51,52062", GB-Ramada Encore London West
"-0,18304","51,51281", GB-Caring Hotel
"-0,14191","51,49217", GB-Victoria
"0,13296","51,79126", GB-Oasis
"-0,06418","51,09405", GB-Gravetye Manor
"-0,19142","51,49388", GB-Green Court
"-0,11627","51,35717", GB-Croydon
"-0,17847","51,14518", GB-Gatwick Airport
"-0,07176","51,50609", GB-Tower
"0,03994","51,53119", GB-West Ham
"-0,15253","51,50062", GB-Halkin
"-0,16746","51,80925", GB-Tewin Bury Farm
"-0,19216","51,49337", GB-Enterprise Hotel
"0,23689","51,58131", GB-Palms
"-0,01853","51,60287", GB-Express By Holiday Inn
"-0,16049","51,52259", GB-Dorset Square
"-0,13586","51,49796", GB-51 Buckingham Gate Suites
"-0,18647","51,49255", GB-St Simeon
"-0,26128","51,663", GB-Oaklands
"-0,29811","51,46152", GB-Richmond Inn Hotel
"-0,07778","51,51583", GB-Travelodge London City
"-0,31809","51,23646", GB-Travelodge
"-0,15127","51,51695", GB-Mandeville
"-0,20596","51,8857", GB-Stevenage
"-0,23335","51,58036", GB-Peacehaven
"-0,16194","51,5205", GB-Wyndham
"-0,07754","51,49897", GB-London Tower Bridge
"-0,17863","51,49762", GB-Kensington
"-0,2447","51,92609", GB-Blakemore Thistle
"0,24129","51,45334", GB-Dartford Bridge
"-0,13233","51,51485", GB-Hazlitts
"-0,06325","51,44577", GB-Woodvale Hotel
"-0,19926","51,59293", GB-Regent Lodge Hotel
"-0,12239","51,5286", GB-Kings Hotel
"-0,10907","51,39553", GB-Stonebridge Lodge Hotel
"0,0091","51,46812", GB-The Clarendon Hotel
"-0,13717","51,48981", GB-Express By Holiday Inn
"-0,13758","51,49879", GB-Crowne Plaza London St James
"0,03366","51,55353", GB-Forest Gate Hotel
"-0,1792","51,16704", GB-Moat House-London Gatwick
"-0,17762","51,49504", GB-Gainsborough
"-0,42274","51,47963", GB-London Heathrow
"-0,15503","51,51127", GB-Hotel Marriott
"-0,15853","51,51477", GB-Edward Lear
"-0,42162","51,82116", GB-Luton - Hemel
"-0,18225","51,47626", GB-Conrad International London
"-0,43207","51,4806", GB-London - Heathrow - Ariel
"-0,26775","51,32387", GB-Chalk Lane
"-0,15052","51,5123", GB-London Marriott
"-0,18041","51,51414", GB-Savers Hotels
"-0,32774","51,55933", GB-Sudbury Hotel
"-0,12311","51,53032", GB-Northumberland Hotel
"-0,13712","51,49882", GB-Central University Of Iowa
"-0,14524","51,4925", GB-Cherry Court Hotel
"-0,08946","51,37257", GB-Croydon Park
"-0,17942","51,51334", GB-Lancaster Hall Hotel
"-0,25462","51,49279", GB-Foubert's Hotel
"-0,19284","51,49143", GB-Windsor House Hotel
"-0,29691","51,45528", GB-Marlborough Hotel
"0,01879","51,57262", GB-Sunningdale Hotel
"-0,17486","51,16117", GB-Le Meridien-London Gatwick
"-0,16519","51,51524", GB-Redland House
"0,23836","51,45625", GB-Express By Holiday Inn
"-0,13955","51,48873", GB-St George's Hotel
"-0,06577","51,46464", GB-Rye Hotel
"-0,03895","51,14002", GB-Premier Travel Inn
"-0,31934","51,06651", GB-Premier Travel Inn
"-0,18529","51,51156", GB-Central Park Hotel
"-0,43625","51,48085", GB-Sheraton Skyline-London Heathrow
"-0,11788","51,3616", GB-Premier Travel Inn
"-0,12864","51,42763", GB-Stanthorpe Hotel
"-0,19144","51,49037", GB-Earls Court
"-0,28045","51,56237", GB-London Wembley
"-0,28333","51,55532", GB-Ibis London Wembley
"-0,13034","51,50899", GB-Thistle Trafalgar Square
"-0,13029","51,52022", GB-Staunton Hotel
"-0,13043","51,52036", GB-Academy
"-0,45056","51,48192", GB-Park Inn-London Heathrow
"-0,18271","51,51124", GB-Elite Lodge
"-0,15266","51,50245", GB-Lanesborough
"-0,03397","51,50399", GB-Holiday Inn
"-0,38837","51,48835", GB-Travelodge Heston M4 Eastbound
"-0,18774","51,78901", GB-Homestead Court Hotel
"-0,12408","51,50687", GB-Citadines Hotel
"-0,19418","51,51599", GB-Rhine Hotel
"-0,15062","51,50552", GB-London Hilton On Park Lane
"0,07317","51,26638", GB-Royal Hotel
"-0,19083","51,46024", GB-Wandsworth - Battersea
"-0,31346","51,38604", GB-Ditton Lodge
"-0,21978","51,30441", GB-Heathside
"-0,13112","51,5133", GB-Outlet 4 Holidays
"-0,13878","51,5054", GB-The Stafford
"-0,27011","51,32876", GB-Epsom
"-0,42674","51,75496", GB-Hemel Hempstead M1 Jct 8
"-0,19908","51,49192", GB-Exhibition Court Hotel 3
"-0,14376","51,50606", GB-Flemings Mayfair
"-0,38862","51,29015", GB-Bookham Grange
"-0,10518","51,50708", GB-Mad Hatter
"-0,14438","51,5092", GB-Holiday Inn Mayfair
"-0,27835","51,61125", GB-Railway Hotel
"-0,18107","51,49341", GB-Bailey's
"-0,21305","51,239", GB-Cranleigh
"-0,18058","51,5125", GB-Kent Hotel
"-0,08175","51,51728", GB-Great Eastern Hotel
"-0,34964","51,62075", GB-Grims Dyke
"-0,12136","51,52948", GB-Kings Cross
"-0,45435","51,4939", GB-London - Heathrow M4 Jct 4
"-0,12706","51,51389", GB-Radisson Edwardian Mountbatten
"-0,11799","51,50221", GB-Premier Travel Inn London C'ty Hall
"-0,15605","51,15616", GB-London Gatwick Airport
"-0,22279","51,50338", GB-Grantly Hotel
"0,06992","51,5635", GB-Cranbrook Hotel
"0,00736","51,88587", GB-Vintage Court
"-0,37593","51,65394", GB-Grove End Hotel
"-0,43866","51,48103", GB-London Heathrow
"-0,41563","51,88127", GB-Thistle Strathmore
"0,26219","51,48377", GB-Thurrock
"-0,1656","51,12563", GB-Gatwick
"-0,31522","51,34635", GB-Premier Travel Inn
"-0,19289","51,51279", GB-Comfort Inn
"-0,19411","51,49283", GB-Court Hotel
"-0,08966","51,35888", GB-Normanton Park Hotel
"-0,12818","51,50961", GB-Hampshire Hotel
"-0,14215","51,2359", GB-Nutfield Priory
"0,0656","51,56366", GB-Melville Guest House
"-0,32796","51,06227", GB-Ye Olde Kings Head Hotel
"-0,45533","51,48179", GB-Holiday Inn-London Heathrow
"-0,16266","51,52151", GB-Landmark London
"-0,34332","51,58105", GB-Harrow
"-0,17095","51,54405", GB-Swiss Cottage Hotel
"-0,05237","51,54024", GB-Wells Hotel
"-0,1589","51,50208", GB-Sheraton Park Tower
"-0,40969","51,47956", GB-Heathrow
"-0,14742","51,50767", GB-Chesterfield
"-0,14574","51,50447", GB-The Park Lane Hotel
"-0,17886","51,50025", GB-John Howard Hotel
"-0,18926","51,49297", GB-London Kensington
"-0,1404","51,49013", GB-Caswell Hotel
"-0,10331","51,52264", GB-Zetter
"-0,1494","51,49411", GB-Alison House Hotel
"-0,1586","51,5193", GB-Georgian Hotel
"0,09765","51,69188", GB-Epping
